SLNO,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,url
239,178.0,0.0,0.162921348315,0,72,17,80.333984375,68.6525977973,5,12,1,http://arunapmc.nic.in
240,597.0,0.0,0.120603015075,1,26,24,64.5517578125,78.2393609779,4,11,12,http://arunfcs.gov.in
241,260.0,0.0961538461538,0.0346153846154,1,123,28,578.283203125,87.5544192299,39,11,0,http://arungovard.nic.in
242,532.0,0.0,0.0432330827068,0,44,31,96.5869140625,86.2312319903,21,11,0,http://arwalpolice.bih.nic.in
243,0.0,0.0,0.0432330827068,0,0,0,0.0,0.0,0,1,0,http://as.ori.nic.in/diorissa
244,2.0,0.0,0.0,0,0,0,0.1982421875,0.0,0,1,0,http://as1.and.nic.in
245,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,0,http://as1.ori.nic.in/cdacuttack
246,200.0,0.145,0.19,0,6,64,912.31640625,93.5199933206,21,10,3,http://asamb.in
247,983.0,0.0610376398779,0.154628687691,2,78,52,8945.4609375,95.4319753646,69,7,1,http://asapkerala.gov.in
248,205.0,0.156097560976,0.112195121951,0,24,25,2112.265625,96.2936438954,25,9,11,http://asbb.gov.in
249,0.0,0.0,0.112195121951,0,0,0,0.0,0.0,0,1,0,http://asc.ihrd.ac.in
250,885.0,0.0610169491525,0.0576271186441,0,20,45,549.513671875,98.1885616188,27,14,0,http://ascgu.in
251,0.0,0.0,0.0576271186441,0,0,0,0.0,0.0,0,1,0,http://ascnagpur.org
252,69.0,0.0,0.0869565217391,0,46,5,209.205078125,89.083958063,7,8,0,http://asda.gov.in
253,156.0,0.0,0.352564102564,0,410,55,5998.63574219,96.8202893789,189,14,9,http://asdma.gov.in
254,611.0,0.0229132569558,0.247135842881,0,166,120,1192.39160156,98.3620923351,21,14,0,http://asha.mp.gov.in
255,734.0,0.0245231607629,0.0940054495913,1,2,95,6791.5390625,89.2801475181,66,12,16,http://ashraya.kar.nic.in
256,1179.0,0.00424088210348,0.17133163698,0,2,97,1718.59082031,71.2534740433,99,11,7,http://asi.nic.in
257,707.0,0.011315417256,0.0608203677511,1,61,50,429.173828125,97.1290679312,11,8,2,http://asibbsrcircle.in
258,252.0,0.0,0.115079365079,0,3,55,571.567382812,91.7066044747,28,22,0,http://asibhopal.nic.in
259,303.0,0.161716171617,0.188118811881,0,17,41,3511.90917969,98.7329663714,24,23,1,http://asichennai.gov.in
260,66.0,0.151515151515,0.257575757576,0,4,1,2.7021484375,0.0,1,4,0,http://asidharwadcircle.co.in
261,186.0,0.134408602151,0.279569892473,2,4,38,6961.2265625,60.8724020439,38,15,0,http://asifabad.telangana.gov.in
262,1077.0,0.0259981429898,0.179201485608,4,107,113,5759.94335938,97.9140012973,87,16,6,http://asiguwahaticircle.gov.in
263,215.0,0.0,0.167441860465,0,0,47,1206.98144531,98.2754142768,16,18,0,http://asijaipurcircle.nic.in
264,114.0,0.0,0.412280701754,0,1,28,427.168945312,91.3735280199,7,20,3,http://asilucknowcircle.nic.in
265,761.0,0.0551905387648,0.357424441524,4,57,93,3014.01269531,98.1612578487,57,10,1,http://assam.gov.in
266,146.0,0.0205479452055,0.130136986301,0,14,42,158.689453125,93.9063865401,2,16,2,http://assamassembly.gov.in
267,25.0,0.16,0.2,0,8,1,1.435546875,0.0,1,5,1,http://assamassembly.gov.in/biodata-governor.html
268,380.0,0.0,0.0815789473684,0,150,39,248.509765625,84.9135864568,60,11,0,http://assamchildrightscommission.gov.in
269,223.0,0.0,0.121076233184,0,145,23,215.942382812,87.9167891464,34,12,0,http://assamdma.gov.in
270,311.0,0.122186495177,0.186495176849,2,7,25,3980.39160156,91.7152957577,16,12,14,http://assamgas.org
271,168.0,0.047619047619,0.0952380952381,0,6,24,12.4775390625,54.4102684511,1,4,0,http://assamlokayukta.gov.in
272,382.0,0.0549738219895,0.0418848167539,0,8,28,41.8564453125,72.5391381442,2,10,0,http://assamppp.gov.in
273,569.0,0.0,0.448154657293,5,7,50,4721.71484375,88.5214298301,30,20,3,http://assamrifles.gov.in
274,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://assamtransport.gov.in
275,263.0,0.0722433460076,0.144486692015,0,5,40,662.919921875,75.4981364996,8,12,0,http://atfp.gov.in
276,104.0,0.0,0.0961538461538,0,4,36,1614.81152344,12.4726122377,26,6,8,http://ati.mizoram.gov.in
277,105.0,0.0285714285714,0.0761904761905,0,0,24,68.6455078125,80.4119898141,5,15,0,http://atic-icarneh.nic.in
278,354.0,0.0395480225989,0.132768361582,0,5,19,644.178710938,87.5645618285,101,16,0,http://atiepidehradun.gov.in
279,224.0,0.388392857143,0.263392857143,0,5,17,2344.11425781,84.9031796308,25,6,9,http://atihyderabad.ap.nic.in
280,0.0,0.0,0.263392857143,0,0,0,0.0,0.0,0,1,0,http://atmabuxar.org
281,253.0,0.0237154150198,0.110671936759,0,13,14,129.428710938,89.7649677444,3,9,5,http://atmakohima.nic.in
282,359.0,0.0640668523677,0.217270194986,3,7,43,1608.58886719,50.5138128758,16,20,3,http://atmasamastipur.com
283,1560.0,0.00897435897436,0.0660256410256,1,48,24,650.3671875,95.1585342415,10,13,0,http://atppf.nic.in
284,0.0,0.0,0.0660256410256,0,0,0,0.0,0.0,0,1,0,http://attendance.gov.in
285,357.0,0.0196078431373,0.137254901961,3,48,26,174.577148438,94.1739806564,2,20,3,http://auasc.org
286,259.0,0.0,0.0617760617761,0,175,40,335.544921875,86.6506789911,79,20,0,http://audit.delhigovt.nic.in
287,286.0,0.041958041958,0.237762237762,4,43,37,375.924804688,92.0550101702,16,15,6,http://auiip.nic.in
288,484.0,0.099173553719,0.497933884298,0,13,93,600.313476562,63.6531044165,38,12,13,http://auraiya.nic.in
289,329.0,0.121580547112,0.580547112462,0,2,71,547.130859375,61.5185395404,24,12,13,http://aurangabad.gov.in
290,3.0,1.0,1.0,0,0,0,2241.84179688,90.0153159503,11,23,0,http://aurangabadcitypolice.gov.in
291,196.0,0.0,0.367346938776,1,147,39,1320.54101562,97.2773942971,24,14,2,http://autmdu.ac.in
292,14.0,0.142857142857,0.357142857143,0,6,5,0.796875,0.0,0,1,0,http://awddphed.mizoram.gov.in
293,1232.0,0.0162337662338,0.209415584416,0,46,106,232.774414062,61.8901582054,198,9,0,http://ayjnihh.nic.in
294,1408.0,0.0440340909091,0.0774147727273,0,17,21,372.135742188,67.6306266352,19,16,26,http://ayodhya.gov.in
295,1399.0,0.0650464617584,0.0493209435311,4,52,30,1219.703125,95.9071271185,16,8,16,http://ayurved.rajasthan.gov.in
296,0.0,0.0,0.0493209435311,0,0,0,0.0,0.0,0,1,0,http://ayurvedcollegeudaipur.nic.in
297,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://ayurvedicboardhry.gov.in
298,279.0,0.111111111111,0.376344086022,4,4,43,2291.12792969,96.2196226528,59,5,2,http://ayush.gov.in
299,679.0,0.0,0.0957290132548,1,117,62,5494.14355469,99.3767689068,48,15,0,http://ayushharyana.gov.in
300,550.0,0.0363636363636,0.143636363636,1,30,93,474.450195312,91.6103549133,30,7,0,http://azamgarh.nic.in
301,72.0,0.0,0.0416666666667,1,42,0,14402.5175781,99.9149250843,8,12,0,http://backwardclasses.kar.nic.in
302,89.0,0.61797752809,0.314606741573,2,86,12,612.908203125,96.2059724227,21,16,5,http://backwardwelfare.up.nic.in
303,805.0,0.0919254658385,0.19751552795,0,46,20,2715.82226562,93.6593357358,40,5,6,http://badaun.nic.in
304,0.0,0.0,0.19751552795,0,0,0,0.0,0.0,0,1,0,http://badea.guj.nic.in
305,533.0,0.105065666041,0.112570356473,0,16,77,508.62109375,60.3164576405,42,10,30,http://bagalkot.nic.in
306,406.0,0.0738916256158,0.450738916256,0,9,70,514.005859375,61.585623036,25,9,27,http://bageshwar.gov.in
307,379.0,0.110817941953,0.485488126649,0,16,68,586.86328125,63.407982055,31,9,18,http://bagpat.nic.in
308,321.0,0.0,0.121495327103,0,7,23,240.76953125,91.4641368009,6,15,3,http://baksa.gov.in
309,519.0,0.0944123314066,0.414258188825,0,11,79,599.629882812,63.8862514474,31,10,5,http://balangir.nic.in
310,391.0,0.117647058824,0.442455242967,0,12,83,599.577148438,63.9065291783,32,13,5,http://baleswar.nic.in
311,391.0,0.104859335038,0.409207161125,0,8,82,597.110351562,64.0501700082,25,14,6,http://ballia.nic.in
312,1357.0,0.0375829034635,0.0788504053058,0,108,52,2041.94921875,96.8482359265,94,13,0,http://balmerlawrie.com
313,476.0,0.0672268907563,0.102941176471,0,4,81,2687.64453125,96.5676264503,41,14,0,http://balod.gov.in
314,639.0,0.0954616588419,0.480438184664,0,23,93,517.203125,61.402978762,45,9,43,http://balodabazar.gov.in
315,500.0,0.056,0.402,0,43,78,516.58984375,61.4775760509,46,5,34,http://balrampur.gov.in
316,380.0,0.131578947368,0.528947368421,0,19,79,595.563476562,63.0106729938,40,15,11,http://balrampur.nic.in
317,434.0,0.110599078341,0.145161290323,3,18,90,1002.41796875,89.1312607406,30,5,0,http://banaskantha.gujarat.gov.in
318,303.0,0.0726072607261,0.0627062706271,0,7,40,828.237304688,77.6360517147,68,10,0,http://banaskanthadp.gujarat.gov.in
319,187.0,0.0,0.0909090909091,0,34,26,553.342773438,85.2418627553,27,9,1,http://banda.nic.in
320,1092.0,0.0173992673993,0.147435897436,3,5,101,24994.5058594,99.7758687124,96,11,11,http://bandipore.gov.in
321,0.0,0.0,0.147435897436,0,0,0,0.0,0.0,0,1,0,http://bangalorecustoms.gov.in
322,10.0,1.0,0.0,0,4,0,0.8291015625,0.0,0,1,0,http://bangalorerural.kar.nic.in
323,10.0,1.0,0.0,0,4,0,0.8291015625,0.0,0,1,0,http://bangaloreurban.nic.in
324,2.0,0.0,31.0,0,25,16,492.497070312,95.3156447235,19,10,2,http://banglarbhumi.gov.in
325,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://banglargranthagar.gov.in
326,117.0,0.034188034188,0.632478632479,1,55,23,711.70703125,36.591985598,24,12,8,http://bankura.gov.in
327,367.0,0.237057220708,0.1689373297,4,462,39,661.05078125,95.2977917496,86,15,0,http://bankuramunicipality.org
328,0.0,0.0,0.1689373297,0,0,0,0.0,0.0,0,1,0,http://banswara.rajasthan.gov.in
329,350.0,0.0771428571429,0.38,0,18,65,598.3046875,63.8668177011,30,13,11,http://barabanki.nic.in
330,741.0,0.0080971659919,0.226720647773,1,5,48,2599.10253906,93.3258963712,192,15,94,http://baramulla.nic.in
331,419.0,0.0668257756563,0.704057279236,0,18,48,2395.91210938,98.9346681807,21,7,6,http://baran.rajasthan.gov.in
332,326.0,0.113496932515,0.41717791411,0,10,78,588.78515625,63.2413138812,28,9,8,http://bareilly.nic.in
333,452.0,0.0840707964602,0.455752212389,0,10,81,599.830078125,63.8649291954,29,13,13,http://bargarh.nic.in
334,507.0,0.0986193293886,0.187376725838,0,18,26,5041.69433594,99.0714539596,24,7,3,http://barmer.rajasthan.gov.in
335,476.0,0.149159663866,0.457983193277,0,14,56,528.249023438,62.9212444563,33,10,32,http://barnala.gov.in
336,394.0,0.57614213198,0.291878172589,9,72,66,1921.21777344,86.404192084,25,6,9,http://barpeta.gov.in
337,151.0,0.0,0.0860927152318,0,17,31,240.106445312,93.330188027,7,17,0,http://barpetajudiciary.gov.in
338,229.0,0.0305676855895,0.117903930131,7,264,43,457.323242188,94.1945210218,36,14,1,http://baruipurmunicipality.org.in
339,0.0,0.0,0.117903930131,0,0,0,0.0,0.0,0,1,0,http://basicsalary.up.nic.in
340,368.0,0.0869565217391,0.070652173913,0,2,61,2876.61035156,96.1758851784,38,14,0,http://bastar.gov.in
341,386.0,0.0,0.383419689119,1,341,41,634.344726562,84.3242211374,69,12,44,http://basti.nic.in
342,326.0,0.208588957055,0.622699386503,3,15,69,556.8984375,62.2962347264,32,5,15,http://bathinda.gov.in
343,279.0,0.0537634408602,0.189964157706,1,7,30,488.833984375,98.6319486341,31,17,10,http://bbmc.nic.in
344,381.0,0.0,0.524934383202,0,13,31,4259.86914062,97.4702127825,30,7,58,http://bbmp.gov.in
345,733.0,0.0,0.106412005457,6,0,46,8489.84277344,97.5666119406,114,19,0,http://bbnl.nic.in
346,195.0,0.0,0.461538461538,1,139,34,479.592773438,96.4404615732,20,12,14,http://bcasindia.gov.in
347,381.0,0.0,0.0262467191601,1,7,28,85.970703125,82.4772247086,4,11,0,http://bcb.gov.in
348,53.0,0.0377358490566,0.0188679245283,1,0,1,32.6611328125,84.2098968456,0,8,0,http://bceceboard.com
349,505.0,0.128712871287,0.154455445545,28,13,35,4917.83691406,87.270171063,94,16,30,http://bcplonline.co.in
350,370.0,0.0918918918919,0.0891891891892,2,3,67,1397.93554688,97.3463938872,11,21,0,http://bcscl.tripura.gov.in
351,443.0,0.0993227990971,0.171557562077,3,8,76,1775.67285156,69.5292662498,31,10,49,http://bcwelfare.mp.nic.in
352,753.0,0.0,0.223107569721,0,153,59,1340.30078125,94.2298108225,71,20,1,http://bda.gov.in
353,0.0,0.0,0.223107569721,0,0,0,0.0,0.0,0,1,0,http://bdabathinda.gov.in
354,872.0,0.442660550459,0.190366972477,0,0,58,2242.79589844,93.4257385735,27,13,35,http://bdl-india.com
355,523.0,0.112810707457,0.0783938814532,0,3,66,471.90234375,57.9159320238,29,11,21,http://beed.gov.in
356,188.0,0.0478723404255,0.132978723404,2,41,36,3479.828125,91.2981457867,69,13,0,http://beedpolice.gov.in
357,228.0,0.0,0.0438596491228,6,70,15,166.098632812,77.0403033777,19,15,2,http://beema.up.nic.in
358,11.0,0.181818181818,0.181818181818,0,1,0,0.48046875,0.0,0,1,0,http://behraich.nic.in
359,555.0,0.0558558558559,0.203603603604,0,9,67,518.1171875,59.6214885629,31,14,15,http://belgaum.nic.in
360,207.0,0.0724637681159,0.149758454106,1,22,47,1932.29199219,98.6108829833,27,6,6,http://bellary.nic.in
361,146.0,0.260273972603,0.0547945205479,19,83,20,2909.30664062,97.8997895359,34,12,48,http://bellarycity.mrc.gov.in
362,247.0,0.0,0.101214574899,2,59,32,2036.09667969,98.6502877989,31,13,1,http://beloniacollege.nic.in
363,563.0,0.142095914742,0.16163410302,0,27,82,473.775390625,57.6374946923,46,9,37,http://bemetara.gov.in
364,489.0,0.235173824131,0.106339468303,4,17,27,1039.70410156,86.8603691142,23,4,9,http://bengalchemicals.gov.in
365,0.0,0.0,0.106339468303,0,0,0,0.0,0.0,0,1,0,http://berhamporemunicipality.org
366,189.0,0.0687830687831,0.349206349206,2,50,28,956.547851562,95.3438726704,41,15,36,http://betivadhaao.gujarat.gov.in
367,524.0,0.0,0.162213740458,42,174,66,7025.26074219,99.1764373737,121,20,1,http://bfuhs.ac.in
368,86.0,0.267441860465,0.395348837209,0,3,27,2072.33789062,99.1934305778,30,18,0,http://bgcw.puducherry.gov.in
369,373.0,0.16890080429,0.058981233244,0,4,54,11899.6777344,97.475443712,45,12,53,http://bgsys.gov.in
370,320.0,0.125,0.453125,0,7,69,597.352539062,63.980388727,25,13,6,http://bhadohi.nic.in
371,478.0,0.112970711297,0.445606694561,0,13,92,600.564453125,63.7941519859,34,9,5,http://bhadrak.nic.in
372,1369.0,0.0116873630387,0.0708546384222,1,43,46,362.248046875,57.5833957869,21,11,5,http://bhadrakcollege.nic.in
373,360.0,0.0583333333333,0.244444444444,1,32,33,1329.69238281,96.4760705197,18,6,17,http://bhamashah.rajasthan.gov.in
374,516.0,0.0755813953488,0.333333333333,0,11,69,512.109375,61.8028222731,25,11,21,http://bhandara.gov.in
375,514.0,0.0933852140078,0.0505836575875,3,8,112,1569.25683594,98.2266063193,35,5,0,http://bharat.gov.in
376,0.0,0.0,0.0505836575875,0,0,0,0.0,0.0,0,1,0,http://bharatnirman-davp.gov.in
377,1036.0,0.149613899614,0.28861003861,0,46,104,2813.96972656,93.4043841673,87,11,10,http://bharatpetroleum.in
378,828.0,0.0289855072464,0.166666666667,1,18,93,824.366210938,96.4769336292,23,7,4,http://bharatpur.rajasthan.gov.in
379,698.0,0.0,0.174785100287,0,45,138,3.07421875,0.0,0,5,0,http://bharatpurpolice.rajasthan.gov.in
380,268.0,0.0,0.238805970149,0,63,9,64.265625,80.9004984196,14,10,14,http://bharatwagon.bih.nic.in
381,511.0,0.113502935421,0.168297455969,4,34,95,993.715820312,86.7399134208,41,8,0,http://bharuch.gujarat.gov.in
382,294.0,0.0884353741497,0.0578231292517,0,7,63,20353.6279297,3.24548636259,74,9,0,http://bharuchdp.gujarat.gov.in
383,223.0,0.125560538117,0.345291479821,0,12,38,676.169921875,98.087371714,23,16,0,http://bhatparamunicipality.in
384,545.0,0.097247706422,0.179816513761,3,31,91,1279.15234375,91.4218552936,37,5,0,http://bhavnagar.gujarat.gov.in
385,277.0,0.0938628158845,0.0685920577617,0,7,52,1392.46484375,27.5456488747,70,8,0,http://bhavnagardp.gujarat.gov.in
386,0.0,0.0,0.0685920577617,0,0,0,0.0,0.0,0,1,0,http://bhilai.stpi.in
387,273.0,0.131868131868,0.578754578755,1,22,33,2417.29003906,98.0416958718,23,7,2,http://bhilwara.rajasthan.gov.in
388,698.0,0.0,0.174785100287,0,45,138,4.228515625,0.0,0,5,0,http://bhilwarapolice.rajasthan.gov.in
389,215.0,0.0093023255814,0.0372093023256,0,2,7,3100.19628906,89.8085775189,5,12,5,http://bhimakali.nic.in
390,22.0,0.0,0.409090909091,0,26,2,285.412109375,97.1132066434,22,11,0,http://bhiwani.haryanapolice.gov.in
391,102.0,0.0588235294118,0.127450980392,0,9,0,4.7548828125,63.2573423701,1,1,8,http://bhoomi.karnataka.gov.in
392,496.0,0.0907258064516,0.0685483870968,5,82,30,397.225585938,89.6688210955,17,14,0,http://bhoomi.kerala.gov.in
393,114.0,0.140350877193,0.315789473684,3,3,31,5422.79882812,48.5247470442,29,13,1,http://bhoopalapally.telangana.gov.in
394,334.0,0.107784431138,0.0269461077844,0,6,82,8404.97460938,97.8520207643,68,10,2,http://bhopal.mp.gov.in
395,237.0,0.0,0.611814345992,0,96,38,345.981445312,92.3349845463,19,10,14,http://bhopaldivision.nic.in
396,215.0,0.0,0.241860465116,1,100,20,6844.78417969,99.2193816602,70,14,1,http://bhubaneswarcuttackpolice.gov.in
397,126.0,0.047619047619,0.126984126984,6,82,7,463.3203125,95.9132872439,4,8,1,http://bhulekh.ori.nic.in
398,252.0,0.678571428571,0.222222222222,5,52,64,436.225585938,94.483708123,77,11,19,http://bhuvan.nrsc.gov.in
399,698.0,0.0229226361032,0.5,0,244,21,699.03515625,82.5971065028,6,6,23,http://biadabihar.in
400,409.0,0.0464547677262,0.119804400978,0,44,37,4756.45019531,96.9424948235,27,11,17,http://bidar.nic.in
401,979.0,0.00204290091931,0.097037793667,0,21,50,1548.79101562,72.7770904978,18,13,57,http://bidhannagarcitypolice.gov.in
402,254.0,0.0157480314961,0.248031496063,0,42,54,2892.39257812,92.7828591301,23,15,36,http://bie.telangana.gov.in
403,893.0,0.003359462486,0.234042553191,0,111,72,238.864257812,47.4691022376,73,11,7,http://bieap.gov.in
404,430.0,0.0372093023256,0.383720930233,0,2,59,1742.67675781,97.924181606,48,25,8,http://bietjhs.ac.in
405,0.0,0.0,0.383720930233,0,0,0,0.0,0.0,0,1,0,http://bifr.nic.in
406,312.0,0.125,0.423076923077,0,34,64,7844.60839844,97.2913571834,39,15,21,http://biharboard.bih.nic.in
407,224.0,0.0580357142857,0.160714285714,0,35,21,72.12890625,92.2014622258,29,10,16,http://biharvidhanparishad.gov.in
408,664.0,0.146084337349,0.085843373494,1,29,86,474.116210938,57.5371528028,44,10,24,http://bijapur.gov.in
409,664.0,0.146084337349,0.085843373494,1,29,86,17.1279296875,0.0,44,10,24,http://bijapur.nic.in
410,355.0,0.104225352113,0.538028169014,0,15,69,598.447265625,63.8560075717,29,15,18,http://bijnor.nic.in
411,540.0,0.00555555555556,0.253703703704,1,9,27,1933.82617188,98.1319922151,40,7,9,http://bikaner.rajasthan.gov.in
412,698.0,0.0,0.174785100287,0,45,138,4.228515625,0.0,0,5,0,http://bikanerpolice.rajasthan.gov.in
413,687.0,0.0844250363901,0.155749636099,0,25,83,474.7265625,57.4150415535,48,12,34,http://bilaspur.gov.in
414,0.0,0.0,0.155749636099,0,0,0,17.87109375,96.0,1,1,0,http://billing.mahadiscom.in
415,0.0,0.0,0.155749636099,0,0,0,0.0,0.0,0,1,0,http://bioinfobubpl.nic.in
416,450.0,0.0422222222222,0.231111111111,1,31,57,353.685546875,90.6903863889,14,6,15,http://bioinformaticssikkim.gov.in
417,0.0,0.0,0.231111111111,0,0,0,0.0,0.0,0,1,0,http://biotechbengal.in
418,297.0,0.329966329966,0.158249158249,1,8,23,1085.31933594,99.3151677169,46,18,0,http://biotechnologycouncil.tripura.gov.in
419,0.0,0.0,0.158249158249,0,0,0,0.0,0.0,0,1,0,http://bipraj.raj.nic.in
420,449.0,0.345211581292,0.592427616927,3,17,51,11709.2099609,94.123424311,57,22,38,http://birac.nic.in
421,498.0,0.0562248995984,0.186746987952,0,20,57,1410.55761719,98.429463636,11,13,10,http://birbhum.gov.in
422,0.0,0.0,0.186746987952,0,0,0,0.0,0.0,0,1,0,http://birdgroup.gov.in
423,304.0,0.0,0.171052631579,0,21,26,201.958984375,95.7012852625,6,19,2,http://birhore.nic.in
424,821.0,0.0,0.376370280146,2,55,76,2711.56445312,96.9814617801,24,15,4,http://bis.gov.in
425,571.0,0.061295971979,0.0963222416813,3,27,72,4001.49609375,96.829335317,58,5,0,http://bisagservice.gujarat.gov.in
426,515.0,0.120388349515,0.433009708738,0,23,75,597.739257812,63.8890023444,40,14,8,http://bishnupur.nic.in
427,351.0,0.002849002849,0.0569800569801,1,28,13,111.969726562,96.202586846,7,9,1,http://bkky.gov.in
428,816.0,0.0526960784314,0.111519607843,2,39,40,3454.01757812,95.7876272932,37,22,54,http://bkpmuty.in
429,860.0,0.00697674418605,0.186046511628,4,43,40,1805.01855469,87.8659163714,28,13,14,http://blr.stpi.in/sub-centers/mangalore.html
430,486.0,0.0267489711934,0.106995884774,0,3,71,1085.39550781,94.4916752516,45,13,4,http://bmc.gov.in
431,994.0,0.0251509054326,0.239436619718,1,14,33,527.401367188,86.0731882998,35,7,39,http://bmsicl.gov.in
432,816.0,0.00980392156863,0.270833333333,1,127,42,468.795898438,94.0724554054,36,8,45,http://bmtf.gov.in
433,264.0,0.0833333333333,0.200757575758,0,11,53,161585.469727,99.9004620481,96,14,0,http://bnhsenvis.nic.in
434,0.0,0.0,0.200757575758,0,0,35,318.461914062,92.3828214839,15,7,0,http://boardmarksheet.maharashtra.gov.in
435,686.0,0.0714285714286,0.134110787172,1,3,44,901.64453125,93.0038861282,32,9,1,http://boi.gov.in
436,434.0,0.0829493087558,0.073732718894,3,11,38,878.546875,93.0300389493,44,6,0,http://boiler.gujarat.gov.in
437,175.0,0.00571428571429,0.268571428571,0,33,40,359.836914062,95.5725385578,27,12,5,http://bombayhighcourt.nic.in
438,259.0,0.0,0.104247104247,1,17,32,1801.71191406,98.9608407369,26,9,1,http://bongaigaon.nic.in
439,312.0,0.00961538461538,0.141025641026,0,81,26,1153.3515625,98.4039382506,6,6,3,http://bongaigaonjudiciary.gov.in
440,79.0,0.569620253165,0.177215189873,3,2,19,1428.91113281,85.234536514,14,16,4,http://booksaistadia.gov.in
441,470.0,0.104255319149,0.187234042553,1,17,63,3401.38476562,85.0865542469,25,14,1,http://bopter.gov.in
442,1265.0,0.0102766798419,0.19209486166,0,7,88,1447.85839844,94.7154572992,8,10,7,http://bor.rajasthan.gov.in
443,3169.0,0.0195645313979,0.176080782581,0,990,221,949.3359375,59.9528864749,174,19,1,http://bor.up.nic.in
444,466.0,0.111587982833,0.173819742489,3,27,92,811.180664062,86.723273007,29,5,0,http://botad.gujarat.gov.in
